CourseID,UIN,Score
PHIL522,20066,6
ASTR559,20067,12
ECE232,20068,33
ECE498,20069,97
MUS288,20070,15
ART234,20071,6
PHYS618,20072,39
ASTR545,20073,57
ECON481,20074,65
ECE362,20075,50
ECE492,20076,71
CSCE251,20077,11
CHEM266,20078,24
ART165,20079,46
ART341,20080,97
ENG659,20081,83
ENG148,20082,7
BIO593,20083,83
PSY654,20084,33
MUS604,20085,43
PHIL190,20086,31
BIO587,20087,49
ART568,20088,93
BIO499,20089,93
ASTR161,20090,23
HIST134,20091,62
ECON143,20092,30
STAT280,20093,4
ECE469,20094,43
ART462,20095,63
MATH552,20096,13
MATH389,20097,5
ASTR551,20098,60
CHEM525,20099,61
BIO285,20100,70
BIO655,20101,19
MUS390,20102,20
MATH282,20103,14
CHEM154,20104,71
PHIL597,20105,52
MUS600,20106,32
ECON210,20107,18
PSY136,20108,80
CSCE511,20109,38
PHIL185,20110,13
MUS204,20111,12
ART647,20112,84
PSY386,20113,81
MATH280,20114,55
MATH186,20115,61
ECE643,20116,7
CHEM646,20117,100
ECON437,20118,44
BIO546,20119,78
ECE257,20120,94
PHYS229,20121,28
ASTR108,20122,75
PHYS149,20123,7
STAT581,20124,93
BIO642,20125,63
PHYS514,20126,66
MUS548,20127,52
ASTR243,20128,3
ASTR319,20129,24
ART516,20130,70
ECON593,20131,38
ASTR507,20132,62
ECE174,20133,29
PHYS337,20134,93
ECON391,20135,19
CHEM275,20136,90
MATH657,20137,63
PSY280,20138,71
PSY134,20139,28
CHEM119,20140,54
ECE171,20141,68
MUS585,20142,62
CSCE542,20143,94
ART352,20144,15
ENG562,20145,4
PHYS492,20146,0
MUS504,20147,5
PSY672,20148,65
CHEM297,20149,90
ENG501,20150,16
BIO138,20151,63
ECON163,20152,24
ECON326,20153,19
CHEM504,20154,92
STAT376,20155,78
CSCE450,20156,47
CHEM201,20157,76
PHIL430,20158,25
CHEM439,20159,3
MATH117,20160,9
HIST275,20161,11
ECE580,20162,83
CSCE348,20163,61
ASTR189,20164,11
ART655,20165,5
ASTR528,20166,60
CSCE638,20167,63
CSCE110,20168,54
PHIL633,20169,50
STAT627,20170,60
ENG440,20171,7
ENG623,20172,37
PSY482,20173,32
BIO137,20174,46
CHEM264,20175,37
CSCE294,20176,66
ENG625,20177,33
PHYS518,20178,72
ECE664,20179,91
ART150,20180,37
PSY456,20181,28
HIST278,20182,100
PSY261,20183,29
PHYS532,20184,62
BIO612,20185,55
ART477,20186,46
MUS208,20187,1
STAT552,20188,81
STAT321,20189,38
CSCE680,20190,52
ASTR604,20191,1
PSY325,20192,91
PHIL437,20193,68
PHYS678,20194,23
STAT687,20195,37
PSY403,20196,79
CSCE319,20197,97
ENG629,20198,78
ECON682,20199,75
STAT410,20200,7
BIO241,20201,13
PHYS449,20202,96
MATH170,20203,9
PHYS665,20204,1
ASTR390,20205,45
CHEM186,20206,38
CSCE513,20207,16
STAT399,20208,21
ASTR543,20209,16
BIO422,20210,20
ASTR540,20211,25
PSY239,20212,90
ECE432,20213,18
MUS122,20214,74
BIO474,20215,85
BIO443,20216,38
BIO396,20217,98
ART361,20218,51
HIST535,20219,5
PHYS307,20220,21
ASTR125,20221,1
PSY396,20222,70
CSCE521,20223,96
BIO679,20224,52
HIST614,20225,79
PHYS603,20226,53
HIST612,20227,44
HIST119,20228,27
CSCE575,20229,44
MUS620,20230,70
ECE573,20231,40
HIST316,20232,16
MATH287,20233,42
BIO212,20234,29
CHEM428,20235,98
ECE180,20236,71
BIO345,20237,100
PHYS437,20238,96
ART144,20239,92
ART522,20240,39
BIO688,20241,87
BIO687,20242,5
PHIL193,20243,91
MATH693,20244,18
ASTR463,20245,38
ECE265,20246,63
PSY521,20247,88
ART292,20248,0
ART680,20249,89
CSCE317,20250,98
HIST238,20251,92
PSY478,20252,81
ECON679,20253,16
ECE156,20254,7
PSY215,20255,7
CSCE455,20256,54
PHIL526,20257,45
PHYS160,20258,65
HIST166,20259,10
BIO644,20260,100
HIST429,20261,26
ECE334,20262,74
BIO643,20263,61
PHIL506,20264,46
PHIL661,20265,21
ENG218,20266,64
MUS641,20267,59
ECON229,20268,2
CHEM586,20269,71
CHEM132,20270,61
HIST645,20271,57
CSCE277,20272,57
PHYS673,20273,32
CHEM199,20274,85
ECON614,20275,54
ENG203,20276,1
PHIL596,20277,37
PHIL384,20278,51
ART416,20279,88
MATH690,20280,60
PHIL510,20281,23
CSCE414,20282,32
PHIL535,20283,59
ECON554,20284,62
ECE378,20285,11
MUS174,20286,19
ECON238,20287,70
ENG334,20288,14
BIO394,20289,100
ENG636,20290,55
CHEM246,20291,38
ENG346,20292,48
MATH492,20293,5
PHIL234,20294,69
ECON404,20295,56
PHYS269,20296,93
ENG314,20297,33
CHEM554,20298,93
BIO127,20299,48
MATH272,20300,40
ENG159,20301,29
PSY466,20302,0
CSCE422,20303,38
PSY624,20304,75
ART221,20305,38
PSY405,20306,53
CSCE441,20307,11
ECON361,20308,14
BIO225,20309,97
MUS137,20310,2
PSY219,20311,77
CHEM522,20312,71
PHIL665,20313,52
ENG639,20314,87
STAT697,20315,79
ART279,20316,55
PHIL675,20317,53
ASTR330,20318,36
BIO404,20319,53
ART406,20320,29
MUS411,20321,97
BIO696,20322,89
MATH540,20323,91
PHIL302,20324,92
PHYS683,20325,69
CSCE123,20326,92
CSCE114,20327,67
HIST567,20328,72
PHIL446,20329,74
BIO481,20330,83
ASTR355,20331,97
PHYS174,20332,40
HIST223,20333,42
MATH198,20334,61
ENG615,20335,46
PHIL335,20336,55
MUS139,20337,2
ECE324,20338,2
ASTR118,20339,94
ECON287,20340,44
CSCE147,20341,9
PHIL400,20342,93
ASTR547,20343,24
CHEM144,20344,68
BIO498,20345,83
CSCE216,20346,78
ECE665,20347,47
HIST312,20348,93
MUS166,20349,98
PSY198,20350,0
MATH646,20351,90
BIO530,20352,15
STAT477,20353,20
CHEM196,20354,69
BIO352,20355,65
BIO277,20356,25
STAT249,20357,88
HIST333,20358,83
ECE613,20359,0
ECON245,20360,71
ENG665,20361,55
ENG410,20362,8
ASTR310,20363,22
CSCE537,20364,33
HIST337,20365,25
PSY226,20366,37
ENG628,20367,49
ECON491,20368,26
ART373,20369,2
ECON135,20370,59
ART417,20371,71
ECON550,20372,99
CHEM570,20373,73
STAT404,20374,25
PSY378,20375,12
MUS136,20376,68
ECE349,20377,32
ART435,20378,65
ART430,20379,45
ENG365,20380,81
MUS207,20381,34
ASTR109,20382,67
BIO672,20383,36
CSCE191,20384,7
STAT100,20385,44
CHEM220,20386,13
PHYS128,20387,4
MUS552,20388,92
MUS402,20389,56
PHYS566,20390,81
MUS229,20391,89
HIST494,20392,45
ASTR613,20393,95
ECON299,20394,26
ART222,20395,38
ASTR430,20396,43
CSCE134,20397,40
CSCE205,20398,89
ECE100,20399,74
PHIL566,20400,34
PSY106,20401,42
MUS586,20402,60
CSCE432,20403,28
HIST626,20404,10
ECE398,20405,87
PSY184,20406,86
ART126,20407,6
ECE314,20408,38
ECON536,20409,77
ECE361,20410,74
ECON175,20411,99
ASTR618,20412,59
PHIL550,20413,9
HIST633,20414,80
PHIL562,20415,12
PHYS454,20416,89
MUS267,20417,10
ART269,20418,100
MATH416,20419,6
BIO497,20420,83
CSCE297,20421,60
MATH217,20422,58
ENG114,20423,5
CHEM635,20424,95
PHIL144,20425,82
ASTR377,20426,61
ENG417,20427,79
ECE653,20428,72
ART306,20429,25
ART194,20430,5
PHIL580,20431,42
PHIL621,20432,64
CSCE203,20433,75
PHYS223,20434,94
HIST292,20435,92
ECE135,20436,30
CHEM170,20437,19
MUS667,20438,85
PSY166,20439,27
CHEM228,20440,2
CHEM508,20441,52
ASTR598,20442,47
CHEM235,20443,0
ENG257,20444,47
PSY110,20445,9
ECON307,20446,79
ASTR218,20447,29
MUS325,20448,2
PHIL201,20449,7
ASTR138,20450,63
CSCE467,20451,86
STAT170,20452,70
MATH526,20453,91
ECE555,20454,86
ECE298,20455,47
PHIL694,20456,28
ECON580,20457,73
HIST408,20458,25
CHEM366,20459,74
CSCE136,20460,95
PSY227,20461,11
ECE235,20462,4
STAT418,20463,63
ECON260,20464,98
ASTR408,20465,47
ASTR522,20466,81
HIST151,20467,59
STAT296,20468,30
ENG502,20469,62
PHYS688,20470,99
ECE415,20471,22
CHEM329,20472,3
ART460,20473,53
ECE258,20474,30
ECE266,20475,16
PHYS205,20476,12
HIST111,20477,3
CHEM120,20478,51
MATH547,20479,76
CSCE221,20480,7
ENG581,20481,25
PSY195,20482,5
ECE399,20483,47
HIST549,20484,34
HIST467,20485,8
CHEM582,20486,60
CSCE540,20487,97
MATH572,20488,38
CHEM211,20489,85
ECON313,20490,71
ECE624,20491,78
HIST291,20492,12
STAT606,20493,60
MATH367,20494,67
ENG607,20495,93
ART545,20496,4
PHIL441,20497,49
ECON339,20498,22
ECON201,20499,48
CSCE621,20500,87
ENG176,20501,33
ECON325,20502,63
ASTR426,20503,86
MUS596,20504,39
ECON114,20505,28
CSCE507,20506,10
ECE183,20507,13
ART369,20508,79
HIST466,20509,83
ASTR602,20510,99
ECON274,20511,48
MUS221,20512,5
ECON655,20513,97
ECE389,20514,57
ASTR233,20515,83
PSY380,20516,84
ART336,20517,2
BIO455,20518,77
ECON282,20519,4
ECON617,20520,68
CHEM457,20521,14
ENG480,20522,49
PHYS677,20523,10
ECON194,20524,4
CHEM526,20525,40
STAT511,20526,54
PHYS191,20527,3
PHIL611,20528,76
ENG499,20529,28
ECON428,20530,71
PSY586,20531,98
ART605,20532,62
BIO126,20533,88
MUS553,20534,36
ECE198,20535,91
MATH494,20536,75
ART403,20537,75
PSY121,20538,20
CSCE692,20539,93
CHEM627,20540,52
CSCE197,20541,0
CHEM612,20542,75
ENG666,20543,4
HIST435,20544,19
STAT365,20545,6
PSY163,20546,14
STAT385,20547,59
ASTR398,20548,3
HIST636,20549,99
ASTR456,20550,81
ART505,20551,86
PHIL203,20552,11
ECE581,20553,1
PHYS170,20554,27
BIO529,20555,23
MATH207,20556,28
ECON338,20557,65
ECE261,20558,83
ART349,20559,15
CSCE564,20560,98
MATH263,20561,35
ASTR132,20562,10
HIST404,20563,4
CHEM111,20564,71
ART111,20565,85
STAT289,20566,42
ECE168,20567,25
PHIL640,20568,28
ART643,20569,33
CHEM683,20570,25
ENG492,20571,87
ASTR519,20572,43
ART683,20573,47
PHIL131,20574,52
CHEM489,20575,84
ECE489,20576,81
PSY218,20577,72
PHYS604,20578,12
ECON232,20579,21
ECON627,20580,20
PHYS446,20581,43
STAT484,20582,61
ASTR239,20583,99
ENG162,20584,59
HIST369,20585,46
CHEM388,20586,84
BIO235,20587,72
PHYS306,20588,30
MUS488,20589,52
CSCE170,20590,54
ECE142,20591,84
HIST472,20592,56
CHEM162,20593,24
CSCE582,20594,43
HIST432,20595,39
HIST315,20596,67
HIST630,20597,81
STAT364,20598,82
MUS449,20599,93
PSY278,20600,8
ENG686,20601,86
PSY258,20602,54
PHYS219,20603,41
ENG370,20604,70
MUS187,20605,85
ART674,20606,58
PSY571,20607,24
ENG398,20608,82
CSCE478,20609,6
PHYS104,20610,16
CSCE632,20611,94
CSCE326,20612,40
HIST523,20613,65
MATH600,20614,48
CHEM563,20615,47
PSY513,20616,46
MUS520,20617,90
BIO252,20618,89
ENG552,20619,95
PHYS579,20620,18
ENG312,20621,82
ART428,20622,24
CHEM698,20623,37
CHEM593,20624,37
PHYS637,20625,57
MUS326,20626,68
MATH634,20627,81
STAT580,20628,2
STAT237,20629,12
ECON628,20630,51
HIST240,20631,67
MATH457,20632,23
HIST126,20633,47
HIST399,20634,33
STAT315,20635,60
BIO305,20636,70
ASTR169,20637,94
MUS476,20638,48
MUS395,20639,11
ART697,20640,80
CSCE214,20641,55
HIST389,20642,48
STAT493,20643,46
PHIL436,20644,59
ECE681,20645,6
MUS107,20646,74
HIST349,20647,46
CSCE230,20648,2
PHIL231,20649,23
ASTR484,20650,25
CSCE220,20651,11
ASTR694,20652,68
ECON298,20653,41
PSY427,20654,42
CHEM308,20655,57
HIST230,20656,39
STAT260,20657,74
HIST189,20658,85
MUS370,20659,62
CHEM193,20660,92
PSY689,20661,100
CSCE699,20662,79
PHYS521,20663,46
HIST451,20664,94
BIO129,20665,18
PHIL551,20666,5
STAT346,20667,6
BIO527,20668,67
STAT137,20669,69
CSCE458,20670,13
MUS412,20671,14
CSCE258,20672,89
ASTR253,20673,70
BIO154,20674,74
PHIL230,20675,0
ECON457,20676,98
ASTR418,20677,75
STAT556,20678,45
ECE370,20679,4
PHYS398,20680,41
ENG565,20681,99
PSY177,20682,92
ART560,20683,18
ECON108,20684,58
CSCE130,20685,96
ENG105,20686,48
ECON599,20687,94
STAT595,20688,90
HIST446,20689,21
STAT427,20690,96
MUS658,20691,68
ECON463,20692,78
PHYS570,20693,85
CHEM605,20694,99
ENG564,20695,49
ECON640,20696,75
MATH270,20697,4
ECON219,20698,38
ENG452,20699,57
PHIL265,20700,74
PSY117,20701,48
HIST413,20702,39
MATH507,20703,6
MUS623,20704,98
ECE372,20705,74
ECON281,20706,9
BIO599,20707,15
ECON551,20708,52
CSCE385,20709,96
ASTR172,20710,100
BIO566,20711,82
ART232,20712,90
CHEM176,20713,43
HIST293,20714,61
CSCE446,20715,45
CHEM662,20716,27
ECON171,20717,67
PSY108,20718,48
STAT369,20719,9
ART216,20720,87
PSY228,20721,34
STAT172,20722,75
ECE593,20723,38
HIST493,20724,3
PHYS595,20725,93
STAT281,20726,94
MUS238,20727,94
ECE161,20728,78
MATH544,20729,65
STAT685,20730,13
BIO598,20731,51
ECE408,20732,9
ECE102,20733,25
HIST545,20734,71
ENG602,20735,41
PSY389,20736,15
CHEM333,20737,60
ENG167,20738,28
ECON200,20739,55
CSCE305,20740,94
MUS347,20741,99
MATH691,20742,27
PHYS624,20743,3
CHEM512,20744,84
ECON284,20745,48
STAT147,20746,72
ASTR595,20747,67
PHIL116,20748,1
ENG590,20749,81
ENG557,20750,83
ENG616,20751,49
MUS629,20752,36
CHEM576,20753,21
MATH107,20754,61
ASTR378,20755,68
PHIL322,20756,95
ECON547,20757,27
PSY570,20758,40
MUS212,20759,96
ECON557,20760,39
MATH679,20761,100
STAT349,20762,5
ECE502,20763,46
MATH541,20764,17
ASTR552,20765,42
CSCE676,20766,57
ASTR493,20767,45
PHIL186,20768,11
CHEM477,20769,83
ART238,20770,54
PHIL279,20771,37
BIO620,20772,33
ASTR622,20773,55
MATH662,20774,54
MUS581,20775,24
PHIL409,20776,4
PHIL110,20777,52
ECE513,20778,68
ENG368,20779,61
STAT394,20780,56
PHYS635,20781,11
ECON497,20782,31
BIO268,20783,90
ECE220,20784,55
MUS201,20785,47
STAT476,20786,57
ECE468,20787,15
CSCE194,20788,0
STAT612,20789,50
BIO597,20790,63
PHIL150,20791,3
STAT466,20792,89
ENG520,20793,33
ASTR434,20794,55
PHYS361,20795,53
PSY663,20796,56
PSY395,20797,65
PHYS139,20798,43
CSCE636,20799,58
ECON647,20800,97
ENG697,20801,44
MATH660,20802,89
BIO657,20803,83
PHIL373,20804,32
CSCE260,20805,93
MUS485,20806,38
BIO214,20807,36
HIST258,20808,61
ART362,20809,95
BIO338,20810,100
ENG358,20811,15
ECON342,20812,85
PHIL481,20813,24
ASTR455,20814,73
ECE559,20815,67
HIST617,20816,100
MUS532,20817,32
ASTR538,20818,43
ENG168,20819,89
ASTR696,20820,22
PHIL515,20821,37
ECON228,20822,89
ASTR586,20823,45
ASTR211,20824,8
PSY695,20825,13
HIST104,20826,45
ECE466,20827,24
ART452,20828,15
PHIL290,20829,56
ECE371,20830,71
ASTR453,20831,85
STAT383,20832,49
MUS173,20833,3
CSCE645,20834,60
ECE694,20835,76
ENG395,20836,37
PSY603,20837,86
HIST557,20838,42
ECE504,20839,2
PSY611,20840,54
STAT460,20841,20
PHIL482,20842,16
PHIL167,20843,63
ECON430,20844,86
HIST601,20845,91
BIO207,20846,85
HIST185,20847,80
PHIL102,20848,95
PHYS463,20849,45
HIST345,20850,42
PHIL118,20851,58
STAT430,20852,34
CSCE486,20853,58
STAT664,20854,25
CHEM502,20855,37
CSCE307,20856,73
HIST348,20857,70
BIO368,20858,2
CHEM204,20859,65
ASTR489,20860,62
BIO367,20861,63
CSCE472,20862,52
CSCE430,20863,27
ENG175,20864,63
BIO542,20865,51
HIST458,20866,32
CHEM391,20867,44
ECE252,20868,86
ASTR178,20869,96
BIO624,20870,16
MATH574,20871,97
ENG553,20872,36
ART567,20873,3
ECE164,20874,62
ENG673,20875,12
ECE568,20876,63
ECE159,20877,44
PHIL432,20878,36
ECON140,20879,1
PHIL189,20880,7
BIO289,20881,24
ECON470,20882,9
BIO348,20883,49
CSCE269,20884,39
ECON675,20885,76
ECON192,20886,74
PHIL606,20887,32
MATH533,20888,50
PSY610,20889,56
ASTR678,20890,28
PHIL113,20891,47
HIST213,20892,81
PHIL141,20893,24
ASTR318,20894,57
CSCE482,20895,89
MATH491,20896,100
PSY491,20897,5
MATH164,20898,72
ART521,20899,23
ECE422,20900,3
ASTR500,20901,99
ART538,20902,4
ART418,20903,88
PHIL272,20904,3
PSY397,20905,39
ECE136,20906,77
BIO634,20907,78
ECE537,20908,42
PHYS548,20909,78
PHIL378,20910,61
ASTR266,20911,43
ECE229,20912,4
MUS576,20913,67
MATH127,20914,54
PSY225,20915,12
MUS149,20916,17
PHIL175,20917,28
CHEM579,20918,34
MUS551,20919,10
STAT651,20920,69
ENG532,20921,75
MATH310,20922,50
MATH527,20923,28
CSCE418,20924,50
ENG479,20925,98
ASTR256,20926,57
CHEM482,20927,54
STAT393,20928,43
ECE454,20929,81
ECE209,20930,95
STAT130,20931,46
PSY567,20932,79
PSY489,20933,58
HIST424,20934,12
ECE654,20935,46
ENG566,20936,0
BIO393,20937,33
ECE330,20938,64
MUS432,20939,27
BIO199,20940,30
PHYS389,20941,31
ECE697,20942,78
PHIL525,20943,53
PHYS300,20944,72
HIST596,20945,74
PHIL438,20946,37
PHYS257,20947,99
ECE307,20948,66
PSY485,20949,92
MATH653,20950,79
PSY231,20951,96
MATH470,20952,51
CSCE218,20953,39
ECE117,20954,7
ART663,20955,88
HIST521,20956,84
CHEM446,20957,65
PSY196,20958,1
PHYS194,20959,29
BIO461,20960,30
ECE611,20961,7
STAT608,20962,77
CHEM160,20963,25
MUS684,20964,74
HIST582,20965,20
ART454,20966,93
PHIL281,20967,74
ART120,20968,13
ECON244,20969,72
ECE656,20970,27
MATH345,20971,2
ECE308,20972,36
MATH591,20973,94
ASTR468,20974,23
ECE149,20975,20
ART140,20976,34
CSCE534,20977,82
ART566,20978,2
CHEM327,20979,3
MATH648,20980,21
CSCE247,20981,23
ART182,20982,100
BIO121,20983,50
PSY276,20984,66
CHEM282,20985,30
PHIL632,20986,26
HIST113,20987,47
MUS675,20988,60
CSCE182,20989,74
CHEM416,20990,9
ECON388,20991,70
CHEM386,20992,58
HIST253,20993,17
CHEM166,20994,71
MUS536,20995,14
ART590,20996,7
BIO604,20997,8
CSCE266,20998,26
PSY300,20999,36
BIO486,21000,79
PHYS144,21001,88
MUS321,21002,74
ASTR480,21003,49
ENG460,21004,55
HIST219,21005,98
HIST515,21006,5
ECE484,21007,38
CSCE474,21008,59
HIST670,21009,37
CSCE349,21010,63
ECE317,21011,99
CSCE377,21012,20
MUS203,21013,88
ART433,21014,95
PHIL347,21015,49
CSCE588,21016,51
ECE205,21017,40
ASTR631,21018,84
ASTR470,21019,35
STAT266,21020,52
ECON111,21021,4
ECE585,21022,0
MUS224,21023,45
ECE335,21024,24
PSY585,21025,60
PSY545,21026,12
BIO238,21027,39
ENG263,21028,23
MUS648,21029,38
CHEM395,21030,28
MATH489,21031,84
BIO340,21032,60
HIST500,21033,12
MATH498,21034,64
ASTR346,21035,73
MATH328,21036,75
PSY597,21037,39
CSCE283,21038,10
MUS286,21039,76
HIST672,21040,32
ECON518,21041,96
ASTR699,21042,43
ECON662,21043,27
STAT471,21044,65
ENG587,21045,57
MATH347,21046,14
STAT620,21047,43
ECON113,21048,85
ECON297,21049,12
ECE465,21050,0
BIO523,21051,14
ART249,21052,0
MUS471,21053,23
MUS482,21054,99
BIO549,21055,32
STAT406,21056,32
ART502,21057,22
ART268,21058,61
HIST620,21059,7
STAT453,21060,47
CSCE345,21061,15
ASTR208,21062,50
ENG323,21063,88
PSY308,21064,3
PHYS169,21065,6
PHYS100,21066,98
BIO115,21067,82
BIO197,21068,68
ART523,21069,32
STAT654,21070,38
MUS534,21071,68
ENG597,21072,26
ENG178,21073,80
ENG134,21074,25
ASTR495,21075,39
ECE680,21076,75
ECON450,21077,10
CSCE666,21078,93
BIO459,21079,86
PSY527,21080,50
MUS333,21081,36
CSCE484,21082,68
ECE617,21083,13
CSCE614,21084,45
PHYS560,21085,53
STAT674,21086,15
CSCE659,21087,6
PSY312,21088,26
ENG454,21089,24
BIO494,21090,47
HIST579,21091,5
STAT351,21092,20
PSY167,21093,86
PSY699,21094,0
HIST383,21095,62
MATH636,21096,17
ECON697,21097,61
CSCE335,21098,60
MATH246,21099,79
HIST129,21100,6
ECON553,21101,3
ECE497,21102,67
ECON469,21103,22
ENG672,21104,61
STAT243,21105,87
MATH194,21106,47
ART143,21107,80
ECON620,21108,13
MUS143,21109,100
PHYS356,21110,1
PHYS201,21111,0
MATH432,21112,99
PHYS321,21113,72
PHYS274,21114,18
HIST288,21115,92
PHYS235,21116,86
MATH588,21117,74
STAT592,21118,46
ENG445,21119,5
ASTR112,21120,37
MUS609,21121,78
ART443,21122,34
ART626,21123,12
HIST317,21124,82
HIST666,21125,78
MATH477,21126,55
MUS180,21127,93
PHYS423,21128,87
ART350,21129,72
CSCE316,21130,27
PHIL130,21131,93
PHIL170,21132,68
BIO269,21133,33
STAT446,21134,76
PSY375,21135,32
MUS244,21136,44
CSCE139,21137,12
CHEM129,21138,4
ART335,21139,24
CSCE354,21140,49
STAT227,21141,90
PHIL560,21142,100
STAT320,21143,80
CHEM189,21144,32
HIST366,21145,49
PHIL638,21146,25
MATH560,21147,43
PHIL320,21148,86
ENG696,21149,84
CSCE116,21150,2
PHIL226,21151,60
MUS386,21152,38
CSCE152,21153,34
MATH687,21154,99
CHEM310,21155,42
ECON601,21156,64
CHEM138,21157,2
PHYS403,21158,21
MATH654,21159,65
ASTR363,21160,80
PSY451,21161,46
ECON425,21162,88
MUS177,21163,52
ENG550,21164,65
PHIL605,21165,82
ASTR693,21166,89
MATH145,21167,72
ASTR111,21168,61
CSCE339,21169,75
ECE447,21170,44
BIO399,21171,71
ECE244,21172,45
ART508,21173,16
STAT540,21174,86
MATH108,21175,69
MATH190,21176,40
ECON584,21177,89
PSY633,21178,11
ASTR232,21179,67
MUS164,21180,49
ENG169,21181,21
CSCE117,21182,94
PHYS175,21183,34
MATH603,21184,90
BIO592,21185,99
STAT562,21186,23
PHIL391,21187,59
PHYS385,21188,28
CHEM492,21189,33
ART473,21190,64
PSY450,21191,86
MUS674,21192,15
HIST319,21193,1
HIST305,21194,72
PHIL683,21195,92
ENG494,21196,66
ECE242,21197,22
BIO678,21198,69
CHEM254,21199,6
PSY548,21200,91
ECE364,21201,20
ART420,21202,19
MUS161,21203,100
PHIL534,21204,8
STAT451,21205,88
ECE597,21206,86
ECE143,21207,85
PSY282,21208,88
CHEM121,21209,15
ART699,21210,60
ECE182,21211,82
PSY421,21212,28
ART498,21213,27
MATH119,21214,43
MUS354,21215,75
ECE338,21216,30
PHIL489,21217,91
ENG681,21218,81
STAT292,21219,45
ASTR580,21220,38
MATH467,21221,80
BIO628,21222,14
ECON351,21223,49
ASTR194,21224,35
ECON327,21225,10
ART405,21226,36
MATH435,21227,70
ECON378,21228,8
PHIL564,21229,46
ART689,21230,41
ENG594,21231,39
ENG515,21232,58
STAT464,21233,40
PHIL313,21234,8
ECE576,21235,44
ENG482,21236,90
PHIL631,21237,39
STAT146,21238,0
CHEM343,21239,66
MUS365,21240,66
CHEM484,21241,64
HIST547,21242,32
STAT267,21243,4
MUS392,21244,84
ART456,21245,79
MUS668,21246,3
CSCE131,21247,96
PHIL362,21248,64
PHIL267,21249,14
ECE589,21250,53
ENG642,21251,76
ECE212,21252,75
CSCE419,21253,60
MATH121,21254,51
ASTR404,21255,34
PSY424,21256,4
CSCE662,21257,71
PSY475,21258,42
STAT596,21259,91
MUS248,21260,89
MATH573,21261,98
MUS375,21262,8
CHEM365,21263,62
ASTR225,21264,76
CHEM592,21265,4
ART394,21266,52
STAT226,21267,64
MUS624,21268,79
ART685,21269,8
ASTR162,21270,68
ECE169,21271,72
ENG183,21272,55
PHYS341,21273,4
CSCE454,21274,33
HIST206,21275,17
PHIL393,21276,50
ART438,21277,66
MUS153,21278,67
PHYS591,21279,46
PHYS546,21280,36
ART620,21281,100
CSCE394,21282,41
MUS277,21283,20
ASTR448,21284,58
ASTR289,21285,91
ECON204,21286,7
CHEM516,21287,96
MUS123,21288,12
CSCE211,21289,57
HIST391,21290,2
HIST156,21291,45
ECON537,21292,76
ECON217,21293,27
PHYS565,21294,57
ECE192,21295,81
PHYS667,21296,82
MUS575,21297,12
MATH664,21298,60
PHYS558,21299,18
PHYS287,21300,36
MUS436,21301,4
ENG198,21302,89
CSCE168,21303,95
MUS108,21304,13
ART492,21305,43
CHEM699,21306,54
ENG626,21307,3
PHIL387,21308,94
ECON651,21309,1
ECON414,21310,80
CHEM405,21311,6
ECON696,21312,4
ART263,21313,34
ECON303,21314,85
ART426,21315,38
CSCE600,21316,39
PHIL153,21317,29
HIST338,21318,45
PHYS370,21319,62
MUS424,21320,92
PSY435,21321,61
PSY359,21322,32
ENG107,21323,31
HIST380,21324,74
ECON220,21325,8
HIST390,21326,27
ASTR246,21327,77
ECON119,21328,64
MUS437,21329,88
MATH300,21330,52
PHIL692,21331,10
ART494,21332,98
PSY515,21333,8
ART189,21334,51
PHIL555,21335,6
ASTR354,21336,22
PSY286,21337,47
CHEM568,21338,87
ECON301,21339,8
ASTR320,21340,28
PSY493,21341,51
MUS608,21342,68
CHEM156,21343,21
HIST273,21344,5
CHEM200,21345,100
STAT625,21346,29
ECON216,21347,64
CSCE118,21348,24
HIST386,21349,18
ECON406,21350,43
ECE375,21351,29
CHEM339,21352,69
ENG530,21353,47
PSY514,21354,40
ART608,21355,14
ASTR629,21356,62
PSY252,21357,88
ECON603,21358,29
PSY684,21359,35
ENG655,21360,89
ENG260,21361,48
CHEM511,21362,6
PHYS692,21363,16
ART264,21364,3
CHEM558,21365,70
STAT248,21366,9
HIST217,21367,90
ENG211,21368,53
HIST279,21369,17
CHEM617,21370,93
PSY349,21371,94
STAT382,21372,36
BIO589,21373,41
ENG463,21374,5
HIST364,21375,56
PHIL614,21376,13
PSY553,21377,45
ECE531,21378,70
CHEM493,21379,22
STAT316,21380,81
HIST420,21381,25
ENG613,21382,33
BIO179,21383,45
CHEM455,21384,96
CHEM205,21385,90
ENG542,21386,49
HIST565,21387,97
PSY568,21388,45
CSCE561,21389,29
CSCE329,21390,6
ECE533,21391,37
PHIL634,21392,61
MATH616,21393,67
BIO171,21394,50
ENG299,21395,7
ECON504,21396,82
STAT676,21397,96
MATH102,21398,55
HIST250,21399,75
MUS527,21400,28
ECE558,21401,76
PHYS233,21402,77
MATH132,21403,25
ECE578,21404,62
PHYS608,21405,48
ECE303,21406,3
ECE152,21407,81
MUS197,21408,95
ECON611,21409,96
ART507,21410,61
MATH543,21411,12
ECE321,21412,91
ECE131,21413,55
ECE520,21414,6
ENG369,21415,72
STAT669,21416,46
ECE211,21417,44
ECON105,21418,31
ART665,21419,27
PHYS253,21420,15
PHYS134,21421,59
MUS589,21422,76
CHEM620,21423,91
ECON657,21424,66
PHIL625,21425,5
BIO201,21426,14
ECON257,21427,26
ECE125,21428,67
